"","Var1","barcode01","barcode02","barcode03","barcode04","barcode05","barcode06","barcode07","barcode08","barcode09","barcode10","barcode11","barcode12","barcode13","barcode14","barcode15","barcode16","barcode17","barcode18","barcode19","barcode20","barcode21","barcode22","barcode23","barcode24","unclassified"
"Ectobacillus panaciterrae","Ectobacillus panaciterrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Edaphobacter lichenicola","Edaphobacter lichenicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Edaphocola flava","Edaphocola flava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Edwardsiella anguillarum","Edwardsiella anguillarum",0,0,8,0,0,2,0,0,1,0,2,34,1,0,4,0,4,2,0,0,0,0,0,0,3
"Edwardsiella hoshinae","Edwardsiella hoshinae",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Edwardsiella ictaluri ATCC 33202","Edwardsiella ictaluri ATCC 33202",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Effusibacillus consociatus","Effusibacillus consociatus",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
"Effusibacillus pohliae","Effusibacillus pohliae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Eggerthella sinensis JCM 14551","Eggerthella sinensis JCM 14551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
"Eggerthella timonensis","Eggerthella timonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"Eisenbergiella massiliensis","Eisenbergiella massiliensis",0,1831,1,413,1698,0,959,5,63,1,373,3,8737,5368,2,0,2,5,1,46,3182,0,1826,0,715
"Eisenbergiella tayi","Eisenbergiella tayi",0,709,1,166,112,0,425,0,6,0,112,0,3615,2214,0,0,0,1,0,25,1255,0,374,0,344
"Elizabethkingia anophelis","Elizabethkingia anophelis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0
"Elizabethkingia meningoseptica","Elizabethkingia meningoseptica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
"Elusimicrobium minutum","Elusimicrobium minutum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"Emergencia timonensis","Emergencia timonensis",0,266,3,487,333,0,27,3,15,0,438,2471,1181,318,1,4,2,3402,0,0,238,266,260,0,369
"Empedobacter brevis","Empedobacter brevis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Empedobacter falsenii genomovar 1","Empedobacter falsenii genomovar 1",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enhydrobacter aerosaccus","Enhydrobacter aerosaccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Enterobacillus tribolii","Enterobacillus tribolii",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter asburiae","Enterobacter asburiae",0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0
"Enterobacter bugandensis","Enterobacter bugandensis",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter cancerogenus","Enterobacter cancerogenus",2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,2,0,0,0,0
"Enterobacter cloacae","Enterobacter cloacae",9,0,3,2,0,10,1,0,2,0,0,9,0,0,2,0,1,6,0,0,0,2,0,0,2
"Enterobacter cloacae subsp. dissolvens","Enterobacter cloacae subsp. dissolvens",2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,1
"Enterobacter hormaechei subsp. xiangfangensis","Enterobacter hormaechei subsp. xiangfangensis",0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
"Enterobacter kobei","Enterobacter kobei",0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1
"Enterobacter ludwigii","Enterobacter ludwigii",1,0,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterobacter mori","Enterobacter mori",2,0,0,0,0,1,0,5,0,0,0,3,0,0,0,0,1,2,0,0,1,0,0,0,0
"Enterobacter mori LMG 25706","Enterobacter mori LMG 25706",0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enterobacter soli ATCC BAA-2102","Enterobacter soli ATCC BAA-2102",2,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,4,0,0,0,0,0,2,1
"Enterocloster aldenensis","Enterocloster aldenensis",0,45,390,11,12,0,28,3,26,0,15,18,97,135,122,0,3,26,1414,34,39,6,41,1,72
"Enterocloster asparagiformis","Enterocloster asparagiformis",1,30,6,16,7,0,14,2,3,0,295,28,99,60,10,0,12,72,19,44,43,3,96,2,26
"Enterocloster bolteae","Enterocloster bolteae",0,2218,463,1328,918,3,1595,355,349,1,4532,1736,15192,3981,953,73,1123,14835,1203,5768,5379,134,2261,77,1928
"Enterocloster citroniae","Enterocloster citroniae",0,40,1,14,19,1,18,14,24,0,123,76,136,66,11,4,14,134,4,279,81,3,97,5,88
"Enterocloster clostridioformis","Enterocloster clostridioformis",0,325,201,540,189,0,628,92,171,0,1029,538,1947,784,226,18,208,1416,282,319,310,11,875,9,432
"Enterocloster lavalensis","Enterocloster lavalensis",0,51,3,44,23,1,10,0,3,0,143,50,45,46,2,1,0,146,6,37,139,4,73,0,42
"Enterococcus aquimarinus","Enterococcus aquimarinus",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Enterococcus asini","Enterococcus asini",1,0,13,4,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,2,1,0,0,1,2
"Enterococcus avium","Enterococcus avium",22,12,981,122,2,100,101,4,161,0,0,16,21,0,0,4,0,171,8,206,17,2,3,204,56
"Enterococcus avium ATCC 14025","Enterococcus avium ATCC 14025",1,1,72,4,0,4,6,0,14,0,0,2,2,0,0,0,1,12,1,22,0,0,0,8,13
"Enterococcus bulliens","Enterococcus bulliens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Enterococcus camelliae","Enterococcus camelliae",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"Enterococcus canintestini","Enterococcus canintestini",0,1,4,7,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Enterococcus canis","Enterococcus canis",4,0,5,14,0,2,2,0,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,1
"Enterococcus casseliflavus","Enterococcus casseliflavus",2,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
"Enterococcus cecorum","Enterococcus cecorum",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus cecorum DSM 20682 = ATCC 43198","Enterococcus cecorum DSM 20682 = ATCC 43198",0,0,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
"Enterococcus columbae","Enterococcus columbae",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus columbae DSM 7374 = ATCC 51263","Enterococcus columbae DSM 7374 = ATCC 51263",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"Enterococcus devriesei","Enterococcus devriesei",1,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,2
"Enterococcus dispar ATCC 51266","Enterococcus dispar ATCC 51266",1,10,73,225,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16
"Enterococcus durans","Enterococcus durans",0,8,14,36,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Enterococcus eurekensis","Enterococcus eurekensis",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus faecalis","Enterococcus faecalis",1069,0,201,5,0,348,0,0,8,0,0,0,0,0,0,0,3,1,0,1,0,4,2,0,45
"Enterococcus faecium","Enterococcus faecium",3,1,11,6,0,1,0,0,4,0,0,1,0,0,0,0,0,2,0,1,0,0,0,5,1
"Enterococcus gallinarum","Enterococcus gallinarum",3,8,10,6,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,116,1,0,0,0,6
"Enterococcus gilvus","Enterococcus gilvus",3,0,59,5,0,8,3,0,4,0,0,0,0,0,0,0,0,2,0,1,2,0,0,12,9
"Enterococcus haemoperoxidus","Enterococcus haemoperoxidus",3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus hermanniensis","Enterococcus hermanniensis",1,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1
"Enterococcus hirae","Enterococcus hirae",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enterococcus hirae ATCC 9790","Enterococcus hirae ATCC 9790",3,7,32,64,0,3,3,0,3,0,0,1,1,0,0,0,0,10,1,1,1,1,0,4,4
"Enterococcus italicus","Enterococcus italicus",1,0,1,0,0,0,1,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0
"Enterococcus italicus DSM 15952","Enterococcus italicus DSM 15952",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Enterococcus lactis","Enterococcus lactis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Enterococcus lemanii","Enterococcus lemanii",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Enterococcus malodoratus","Enterococcus malodoratus",7,0,226,19,0,32,17,0,36,0,0,1,0,0,0,1,0,36,2,2,8,0,1,61,14
"Enterococcus massiliensis","Enterococcus massiliensis",0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Enterococcus moraviensis","Enterococcus moraviensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Enterococcus mundtii","Enterococcus mundtii",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Enterococcus pallens","Enterococcus pallens",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"Enterococcus phoeniculicola","Enterococcus phoeniculicola",0,0,28,8,0,2,0,7,2,0,0,0,0,0,0,0,0,300,0,8,0,0,0,0,11
"Enterococcus pseudoavium","Enterococcus pseudoavium",0,1,49,9,0,4,7,0,6,0,0,0,0,0,0,0,0,10,0,3,1,0,0,7,1
"Enterococcus raffinosus","Enterococcus raffinosus",1,0,24,1,0,6,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6
"Enterococcus ratti","Enterococcus ratti",3,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus rivorum","Enterococcus rivorum",4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Enterococcus rotai","Enterococcus rotai",2,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus saccharolyticus subsp. saccharolyticus","Enterococcus saccharolyticus subsp. saccharolyticus",0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076","Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076",1,2,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Enterococcus saccharolyticus subsp. taiwanensis","Enterococcus saccharolyticus subsp. taiwanensis",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Enterococcus saigonensis","Enterococcus saigonensis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enterococcus sulfureus ATCC 49903","Enterococcus sulfureus ATCC 49903",2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Enterococcus termitis","Enterococcus termitis",1,0,4,1,0,10,0,0,1,0,0,5,7,0,0,0,0,0,0,7,0,0,0,0,0
"Enterococcus thailandicus","Enterococcus thailandicus",0,9,13,53,0,0,0,0,9,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,10
"Enterococcus ureilyticus","Enterococcus ureilyticus",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Enterococcus villorum","Enterococcus villorum",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Enterococcus wangshanyuanii","Enterococcus wangshanyuanii",7,0,20,10,0,1,1,2,2,0,0,7,1,0,0,0,0,3,4,24,0,0,5,0,3
"Enterococcus xiangfangensis","Enterococcus xiangfangensis",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Enterovibrio calviensis","Enterovibrio calviensis",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Entomomonas moraniae","Entomomonas moraniae",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Entomoplasma melaleucae","Entomoplasma melaleucae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Epilithonimonas hominis","Epilithonimonas hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Epilithonimonas lactis","Epilithonimonas lactis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"Epilithonimonas pallida","Epilithonimonas pallida",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Ercella succinigenes","Ercella succinigenes",0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,81,4,0,30,0,3
"Eremococcus coleocola","Eremococcus coleocola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Erwinia amylovora","Erwinia amylovora",0,0,2,0,0,5,0,0,1,0,0,16,0,0,4,0,5,1,1,1,0,1,0,0,0
"Erwinia billingiae","Erwinia billingiae",0,0,4,0,0,2,0,1,0,0,1,11,0,0,0,0,0,0,1,0,1,0,0,0,0
"Erwinia endophytica","Erwinia endophytica",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Erwinia gerundensis","Erwinia gerundensis",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erwinia iniecta","Erwinia iniecta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Erwinia mallotivora","Erwinia mallotivora",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"Erwinia persicina","Erwinia persicina",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Erwinia piriflorinigrans CFBP 5888","Erwinia piriflorinigrans CFBP 5888",0,0,0,0,0,1,0,0,0,0,0,5,0,0,2,0,1,1,0,0,0,1,0,0,0
"Erwinia psidii","Erwinia psidii",2,0,0,0,0,2,0,0,1,0,0,10,0,0,2,0,1,2,0,0,0,0,0,0,0
"Erwinia rhapontici","Erwinia rhapontici",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erwinia tasmaniensis Et1/99","Erwinia tasmaniensis Et1/99",1,0,0,0,0,2,0,0,1,0,0,23,0,0,2,0,2,1,0,0,0,1,0,0,2
"Erwinia tracheiphila","Erwinia tracheiphila",0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0
"Erysipelatoclostridium ramosum","Erysipelatoclostridium ramosum",0,7,1,23,0,0,0,65,0,0,0,0,0,43,0,0,0,0,0,0,4,0,19,0,4
"Erysipelothrix inopinata","Erysipelothrix inopinata",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0
"Erysipelothrix larvae","Erysipelothrix larvae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,1
"Erysipelothrix piscisicarius","Erysipelothrix piscisicarius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"Erysipelothrix rhusiopathiae","Erysipelothrix rhusiopathiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
"Escherichia albertii","Escherichia albertii",0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,2,0,0,0,1
"Escherichia coli","Escherichia coli",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0
"Escherichia fergusonii","Escherichia fergusonii",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escherichia fergusonii ATCC 35469","Escherichia fergusonii ATCC 35469",4,0,5,0,1,18,0,0,0,0,0,22,0,0,4,0,2,9,0,0,8,0,0,0,2
"Escherichia marmotae","Escherichia marmotae",0,0,0,0,0,3,0,0,0,0,0,8,0,0,1,0,0,5,0,0,0,0,0,0,1
"Ethanoligenens harbinense YUAN-3","Ethanoligenens harbinense YUAN-3",0,8,0,6,0,0,1,1,3,0,16,23,62,111,1,0,0,27,0,14,6,0,21,0,11
"Eubacterium aggregans","Eubacterium aggregans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
"Eubacterium barkeri","Eubacterium barkeri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Eubacterium callanderi","Eubacterium callanderi",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,2,1,1,1
"Eubacterium coprostanoligenes","Eubacterium coprostanoligenes",3,696,174,355,57,0,97,0,244,0,410,4651,2,8,0,0,0,1,0,0,1138,0,4362,0,383
"Eubacterium limosum","Eubacterium limosum",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1046,15,61,0,25
"Eubacterium multiforme","Eubacterium multiforme",3,1,13,3,0,1,0,0,14,0,0,0,33,0,0,0,0,15,0,0,0,0,0,0,5
"Eubacterium nodatum ATCC 33099","Eubacterium nodatum ATCC 33099",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium oxidoreducens","Eubacterium oxidoreducens",1,34,45,127,15,2,125,27,2,0,332,3,285,63,15,9,24,144,9,382,499,9,141,13,74
"Eubacterium pyruvativorans","Eubacterium pyruvativorans",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Eubacterium ramulus ATCC 29099","Eubacterium ramulus ATCC 29099",0,0,1,1,0,0,1,1,0,0,0,0,4,0,0,0,0,2,0,7,20,0,1,0,1
"Eubacterium ruminantium","Eubacterium ruminantium",0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,0,143,0,1
"Eubacterium sulci ATCC 35585","Eubacterium sulci ATCC 35585",0,1,9,0,1,0,0,0,0,0,4,1,35,1,0,0,0,16,0,0,2,1,6,0,2
"Eubacterium uniforme","Eubacterium uniforme",0,7,0,2,0,0,0,0,0,0,3,1,7,1,2,0,0,4,0,3,30,0,9,0,5
"Eubacterium ventriosum","Eubacterium ventriosum",0,3,0,1,0,0,0,1,1,0,6,0,19,0,1,0,0,2,0,9,11,1,1,2,4
"Eubacterium xylanophilum","Eubacterium xylanophilum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Eudoraea chungangensis","Eudoraea chungangensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Evansella cellulosilytica DSM 2522","Evansella cellulosilytica DSM 2522",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"Evansella clarkii","Evansella clarkii",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Evansella polygoni","Evansella polygoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Evansella vedderi","Evansella vedderi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Ewingella americana","Ewingella americana",1,0,23,0,2,3,22,0,1,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,1
"Exiguobacterium acetylicum","Exiguobacterium acetylicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Exiguobacterium aestuarii","Exiguobacterium aestuarii",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
"Exiguobacterium aurantiacum","Exiguobacterium aurantiacum",0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0
"Exiguobacterium himgiriensis","Exiguobacterium himgiriensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Exiguobacterium marinum","Exiguobacterium marinum",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Exiguobacterium oxidotolerans","Exiguobacterium oxidotolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Exiguobacterium undae","Exiguobacterium undae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Extibacter muris","Extibacter muris",0,19,2,4,19,0,0,0,3,0,3,0,7,13,0,1,0,13,0,25,86,0,17,35,10
"Ezakiella coagulans","Ezakiella coagulans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Facklamia miroungae","Facklamia miroungae",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Faecalibacterium prausnitzii","Faecalibacterium prausnitzii",0,0,1,1,1,0,2,1,0,0,0,3,6,7,0,0,0,6,0,6,0,3,1,0,1
"Faecalicatena contorta","Faecalicatena contorta",133,567,1016,570,274,5,790,592,1177,0,3375,122,5061,1469,786,43,685,4592,354,5082,519,508,367,748,953
"Faecalicatena fissicatena","Faecalicatena fissicatena",56,138,606,54,37,1,326,95,89,0,1137,29,2054,657,147,11,77,1945,38,532,499,336,567,1875,304
"Faecalicatena orotica","Faecalicatena orotica",55,805,515,813,834,13,1020,1018,2402,1,3308,177,5565,2270,1262,57,897,8911,84,10080,1049,1675,823,1398,1535
"Faecalimonas umbilicata","Faecalimonas umbilicata",16,883,165,189,191,4,393,412,378,0,1624,109,2485,2039,542,5,439,531,166,471,928,60,3478,150,439
"Faecalitalea cylindroides","Faecalitalea cylindroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Falcatimonas natans","Falcatimonas natans",0,26,8,28,9,1,43,32,9,0,71,68,332,133,24,2,13,113,4,120,157,5,281,2,55
"Fermentimonas caenicola","Fermentimonas caenicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Fervidicella metallireducens AeB","Fervidicella metallireducens AeB",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,7,1,2,3,59,9,0,4
"Fictibacillus halophilus","Fictibacillus halophilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Finegoldia magna","Finegoldia magna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
"Flavimarina flava","Flavimarina flava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Flavimarina pacifica","Flavimarina pacifica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Flavimobilis marinus","Flavimobilis marinus",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Flavitalea flava","Flavitalea flava",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
"Flavobacterium ardleyense","Flavobacterium ardleyense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Flavobacterium enshiense DK69","Flavobacterium enshiense DK69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Flavobacterium foetidum","Flavobacterium foetidum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Flavobacterium johnsoniae","Flavobacterium johnsoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Flavobacterium laiguense","Flavobacterium laiguense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
"Flavobacterium limicola","Flavobacterium limicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1
"Flavobacterium phragmitis","Flavobacterium phragmitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Flavobacterium psychrotolerans","Flavobacterium psychrotolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Flavobacterium rakeshii","Flavobacterium rakeshii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Flavobacterium resistens","Flavobacterium resistens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0
"Flavobacterium rivuli","Flavobacterium rivuli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Flavobacterium suaedae","Flavobacterium suaedae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Flavobacterium ummariense","Flavobacterium ummariense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"Flavobacterium xanthum","Flavobacterium xanthum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Flavonifractor plautii","Flavonifractor plautii",1,155,18,138,61,0,16,53,12,0,264,8,423,324,57,1,107,423,2,188,307,16,84,0,119
